PREC,PREC_match,county,precinct,PRES20D,PRES20L,PRES20R
"WILCOX, PINEVIEW 2","WILCOX, PINEVIEW 2",Wilcox,Pineview 2,194,2,264
"WILCOX, PITTS 3","WILCOX, PITTS 3",Wilcox,Pitts 3,76,1,563
"WILCOX, ROCHELLE NORTH 1","WILCOX, ROCHELLE NORTH 1",Wilcox,Rochelle North 1,235,3,92
"WILCOX, ROCHELLE SOUTH 4","WILCOX, ROCHELLE SOUTH 4",Wilcox,Rochelle South 4,99,5,658
"WILKES, COURTHOUSE","WILKES, COURTHOUSE",Wilkes,Courthouse,255,6,498
"WILKES, EDWARD B POPE CENTER","WILKES, EDWARD B POPE CENTER",Wilkes,Edward B Pope Center,484,6,192
"WILKES, METASVILLE FIRE STA","WILKES, METASVILLE FIRE STATION",Wilkes,Metasville Fire Sta,132,2,328
"WILKES, RAYLE CITY HALL","WILKES, RAYLE CITY HALL",Wilkes,Rayle City Hall,136,6,275
"WILKES, SENIOR CITIZEN CENTER","WILKES, SENIOR CITIZEN CENTER",Wilkes,Senior Citizen Center,677,10,389
"WILKES, TIGNAL SCH LUNCH RM","WILKES, TIGNALL SCH LUNCH RM",Wilkes,Tignal Sch Lunch Rm,260,7,431
"WILKES, YOUNG FARMERS BLDG","WILKES, YOUNG FARMER'S BLDG",Wilkes,Young Farmers Bldg,216,9,710
"WILKINSON, BLOODWORTH","WILKINSON, BLOODWORTH",Wilkinson,Bloodworth,36,2,315
"WILKINSON, GRIFFIN","WILKINSON, GRIFFIN",Wilkinson,Griffin,31,1,125
"WILKINSON, HIGH HILL","WILKINSON, HIGH HILL",Wilkinson,High Hill,27,0,110
"WILKINSON, IRWINTON","WILKINSON, IRWINTON",Wilkinson,Irwinton,360,3,295
"WILKINSON, IVEY","WILKINSON, IVEY",Wilkinson,Ivey,89,10,549
"WILKINSON, LORD","WILKINSON, LORD",Wilkinson,Lord,233,6,317
"WILKINSON, MIDWAY","WILKINSON, MIDWAY",Wilkinson,Midway,534,0,121
"WILKINSON, RAMAH","WILKINSON, RAMAH",Wilkinson,Ramah,667,6,585
"WILKINSON, TURKEY CREEK","WILKINSON, TURKEY CREEK",Wilkinson,Turkey Creek,98,3,247
"WORTH, BRIDGEBORO","WORTH, BRIDGEBORO",Worth,Bridgeboro,134,7,689
